Date,Account,Service,Cost (USD)
2025-01-23,230864768389,AWS Secrets Manager,0.0214193544
2025-01-23,230864768389,Amazon DynamoDB,0
2025-01-23,230864768389,EC2 - Other,697.6777111213
2025-01-23,230864768389,Amazon Elastic Compute Cloud - Compute,689.5677449925
2025-01-23,230864768389,Amazon Elastic Container Service for Kubernetes,3.984
2025-01-23,230864768389,Amazon Elastic File System,3.8508471624
2025-01-23,230864768389,Amazon Elastic Load Balancing,32.8485335323
2025-01-23,230864768389,Amazon Simple Storage Service,105.3055286875
2025-01-23,230864768389,Amazon Virtual Private Cloud,13.7449850791
2025-01-23,230864768389,AmazonCloudWatch,0.0026774184
2025-01-23,430832610640,AWS Backup,0.101751066
2025-01-23,430832610640,AWS CloudTrail,0
2025-01-23,430832610640,AWS Global Accelerator,1.992545926
2025-01-23,430832610640,AWS Key Management Service,0.0267741936
2025-01-23,430832610640,Amazon DynamoDB,0
2025-01-23,430832610640,EC2 - Other,7.5584334062
2025-01-23,430832610640,Amazon Elastic Compute Cloud - Compute,0.0000024231
2025-01-23,430832610640,Amazon Elastic Container Service for Kubernetes,1.992
2025-01-23,430832610640,Amazon Elastic File System,0.038433384
2025-01-23,430832610640,Amazon Elastic Load Balancing,4.8526332437
2025-01-23,430832610640,Amazon Simple Storage Service,0.0001127585
2025-01-23,430832610640,Amazon Virtual Private Cloud,14.7408
2025-01-23,430832610640,AmazonCloudWatch,0.0000701467
2025-01-23,611713488645,AWS Backup,0.0720145883
2025-01-23,611713488645,AWS CloudTrail,0
2025-01-23,611713488645,AWS Glue,0
2025-01-23,611713488645,AWS Key Management Service,0.1070967744
2025-01-23,611713488645,AWS Lambda,0.0000073195
2025-01-23,611713488645,AWS Secrets Manager,0.1070967768
2025-01-23,611713488645,AWS WAF,0.1338709656
2025-01-23,611713488645,Amazon Bedrock,0.1004504678
2025-01-23,611713488645,Amazon CloudFront,0
2025-01-23,611713488645,Amazon DynamoDB,0
2025-01-23,611713488645,Amazon EC2 Container Registry (ECR),0.0129723624
2025-01-23,611713488645,EC2 - Other,83.7011786407
2025-01-23,611713488645,Amazon Elastic Compute Cloud - Compute,207.4295793962
2025-01-23,611713488645,Amazon Elastic Container Registry Public,0
2025-01-23,611713488645,Amazon Elastic Container Service for Kubernetes,25.215331037
2025-01-23,611713488645,Amazon Elastic File System,21.6428156928
2025-01-23,611713488645,Amazon Elastic Load Balancing,43.966469784
2025-01-23,611713488645,Amazon Route 53,0.001050116
2025-01-23,611713488645,Amazon SageMaker,0.996
2025-01-23,611713488645,Amazon Simple Storage Service,27.8649098391
2025-01-23,611713488645,Amazon Virtual Private Cloud,21.5643049235
2025-01-23,611713488645,AmazonCloudWatch,0.1641084478
2025-01-23,611713488645,CloudWatch Events,0
2025-01-23,611713488645,Tax,0
2025-01-23,630754316413,AWS CloudTrail,0
2025-01-23,630754316413,EC2 - Other,4.6810811067
2025-01-23,630754316413,Amazon Elastic Compute Cloud - Compute,0.0000003103
2025-01-23,630754316413,Amazon Elastic Load Balancing,0.9522994421
2025-01-23,630754316413,Amazon Relational Database Service,1.1562241375
2025-01-23,630754316413,Amazon Simple Storage Service,0.0918726658
2025-01-23,630754316413,Amazon Virtual Private Cloud,0.3984
2025-01-23,630754316413,AmazonCloudWatch,0.012978108
2025-01-23,635213132527,AWS CloudTrail,0
2025-01-23,635213132527,Amazon EC2 Container Registry (ECR),0.0009869016
2025-01-23,635213132527,EC2 - Other,12.1950229683
2025-01-23,635213132527,Amazon Elastic Compute Cloud - Compute,8.4132958771
2025-01-23,635213132527,Amazon Elastic File System,0.5722532616
2025-01-23,635213132527,Amazon Elastic Load Balancing,4.2390989662
2025-01-23,635213132527,Amazon Simple Storage Service,1.1752646799
2025-01-23,635213132527,Amazon Virtual Private Cloud,1.9937971782
2025-01-23,635213132527,AmazonCloudWatch,0.0040201782
2025-01-23,668042396284,AWS Backup,10.2685725804
2025-01-23,668042396284,AWS Cost Explorer,0.2739
2025-01-23,668042396284,AWS Key Management Service,0.0550174872
2025-01-23,668042396284,AWS Secrets Manager,0.0214193544
2025-01-23,668042396284,AWS Step Functions,0.0000000277
2025-01-23,668042396284,Amazon DevOps Guru,0
2025-01-23,668042396284,Amazon DynamoDB,0
2025-01-23,668042396284,EC2 - Other,2475.5281436205
2025-01-23,668042396284,Amazon Elastic Compute Cloud - Compute,103.1209588647
2025-01-23,668042396284,Amazon Elastic Container Service for Kubernetes,1.992
2025-01-23,668042396284,Amazon Elastic File System,73.1980836686
2025-01-23,668042396284,Amazon Elastic Load Balancing,107.1578404155
2025-01-23,668042396284,Amazon Polly,0.02424928
2025-01-23,668042396284,Amazon Relational Database Service,14.880134419
2025-01-23,668042396284,Amazon Simple Storage Service,122.3870827426
2025-01-23,668042396284,Amazon Virtual Private Cloud,11.4530931284
2025-01-23,668042396284,AmazonCloudWatch,303.1230608592
2025-01-23,678990834671,EC2 - Other,0.0195684671
2025-01-23,678990834671,Amazon Elastic Compute Cloud - Compute,0.0000700274
2025-01-23,678990834671,Amazon Simple Storage Service,0.0000769823
2025-01-23,678990834671,Amazon Virtual Private Cloud,1.494
2025-01-23,678990834671,AmazonCloudWatch,0.0000000011
2025-01-23,692457086123,Amazon Simple Storage Service,0.0000849422
2025-01-23,840214516040,AWS Secrets Manager,0.0000083
2025-01-23,840214516040,AWS Step Functions,0.0000000561
2025-01-23,840214516040,Amazon Simple Storage Service,0.000169998
2025-01-23,888346146368,Amazon Chime Voice Connector a service sold by AMCS LLC,0.0286134736
2025-01-23,888346146368,Amazon Simple Storage Service,0.0007953981
2025-01-23,888346146368,AmazonCloudWatch,0.0000045886
2025-01-23,888346146368,"Contact Center Telecommunications (service sold by AMCS, LLC)",0
2025-01-23,915403479018,AWS CloudTrail,0
2025-01-23,915403479018,AWS Cost Explorer,1.7959572129
2025-01-23,915403479018,AWS Glue,0.0183005372
2025-01-23,915403479018,AWS Key Management Service,0.0267741936
2025-01-23,915403479018,Amazon Athena,0.37116355
2025-01-23,915403479018,EC2 - Other,0.0593666756
2025-01-23,915403479018,Amazon QuickSight,2.1498761808
2025-01-23,915403479018,Amazon Simple Notification Service,0.0000002045
